Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 19:51:13,00:01:11,2.48867095,2.503298881,2.513981953,2.512350198,2.50336807,2.491486086,0.084798581,-78.11649083,42.15307977,86.78204972,81.56107665,42.59283682,-223.4131638,120.5578081,248.1966622,233.2646792,130.3340807,511.3897591
2015-10-27 19:51:14,00:01:12,2.48928143,2.500857074,2.513371473,2.505939554,2.505809763,2.493622868,0.063516239,-75.98264301,21.48598133,84.86636585,56.5617572,55.94035064,-217.310359,61.44990661,242.7178063,161.7666256,171.1774729,421.4101231
2015-10-27 19:51:15,00:01:13,2.490044531,2.502383203,2.50741929,2.518913478,2.507641032,2.494233377,0.057435569,-73.22794489,35.82832826,63.21601906,100.9326498,64.15374221,-209.4319224,102.4690188,180.7978145,288.6673786,196.3104512,561.1582377
2015-10-27 19:51:16,00:01:14,2.48760261,2.505893301,2.506503569,2.506702726,2.515271321,2.49347024,0.065036406,-81.71675665,56.34109553,59.18639129,60.08578076,90.69519568,-233.709924,161.1355332,169.2730791,171.845333,277.5272988,547.8088793
2015-10-27 19:51:17,00:01:15,2.48851833,2.504214559,2.50818239,2.512808102,2.50916709,2.493164986,0.06807674,-78.64090644,47.64551565,66.38746262,83.05931873,70.26866881,-224.9129924,136.2661748,189.8681431,237.5496516,215.0221265,555.9850519
2015-10-27 19:51:18,00:01:16,2.491570732,2.504061946,2.504214268,2.515555521,2.507641032,2.493317613,0.066556573,-67.38153797,46.77491839,47.64387196,91.53522627,64.15374221,-192.7111986,133.7762666,136.2614738,261.7907471,196.3104512,537.6219292
2015-10-27 19:51:19,00:01:17,2.490655011,2.5011623,2.513981953,2.524408316,2.518323436,2.494691258,0.052875067,-70.94721849,25.02102588,86.78204972,114.660779,99.34578436,-202.9090449,71.56013403,248.1966622,327.929828,303.9981001,751.653522
2015-10-27 19:51:20,00:01:18,2.48882357,2.501314913,2.522833918,2.510365951,2.524732879,2.49240185,0.075677577,-77.58853082,26.61304018,110.9011885,74.72235727,115.420597,-221.9031981,76.11329491,317.1773992,213.7059418,353.1870268,740.772133
2015-10-27 19:51:21,00:01:19,2.494317893,2.498110041,2.527565141,2.506702726,2.518323436,2.494996513,0.049834733,-55.32235718,-31.90598202,121.8501555,60.08578076,99.34578436,-158.2219415,-91.25110858,348.4914448,171.845333,303.9981001,576.6143962
2015-10-27 19:51:22,00:01:20,2.495080994,2.498873106,2.512760993,2.509908048,2.51023533,2.496370158,0.036153227,-51.47361535,-24.63698099,82.90642889,73.05333307,74.2500777,-147.2145399,-70.46176564,237.1123866,208.9325326,227.2052378,457.0514639
