Time(hh:mm:ss),Elapsed Time,Voltage I/O-1(mV),Voltage I/O-2(mV),Alarm,,Comment: OMEGA OM-DAQPRO-5300,Serial number: 7014521
"06-Jun-16,23:33:20",1411,3.749,0.01,,,,
"06-Jun-16,23:33:21",1412,3.759,0.007,,,,
"06-Jun-16,23:33:22",1413,3.753,0.014,,,,
"06-Jun-16,23:33:23",1414,3.753,0.008,,,,
"06-Jun-16,23:33:24",1415,3.755,0.007,,,,
"06-Jun-16,23:33:25",1416,3.755,0.018,,,,
"06-Jun-16,23:33:26",1417,3.753,0.006,,,,
"06-Jun-16,23:33:27",1418,3.755,0.01,,,,
"06-Jun-16,23:33:28",1419,3.756,0.008,,,,
"06-Jun-16,23:33:29",1420,3.756,0.004,,,,
"06-Jun-16,23:33:30",1421,3.75,0.013,,,,
"06-Jun-16,23:33:31",1422,3.755,0.01,,,,
"06-Jun-16,23:33:32",1423,3.756,0.023,,,,
"06-Jun-16,23:33:33",1424,3.752,0.014,,,,
"06-Jun-16,23:33:34",1425,3.746,0.007,,,,
"06-Jun-16,23:33:35",1426,3.762,0.01,,,,
"06-Jun-16,23:33:36",1427,3.764,0.013,,,,
"06-Jun-16,23:33:37",1428,3.757,0.014,,,,
"06-Jun-16,23:33:38",1429,3.764,0.013,,,,
"06-Jun-16,23:33:39",1430,3.762,0.011,,,,
"06-Jun-16,23:33:40",1431,3.763,0.004,,,,
"06-Jun-16,23:33:41",1432,3.757,0.007,,,,
"06-Jun-16,23:33:42",1433,3.757,0.01,,,,
"06-Jun-16,23:33:43",1434,3.764,0.013,,,,
"06-Jun-16,23:33:44",1435,3.759,0.011,,,,
"06-Jun-16,23:33:45",1436,3.755,0.004,,,,
"06-Jun-16,23:33:46",1437,3.757,0.01,,,,
"06-Jun-16,23:33:47",1438,3.759,0.011,,,,
"06-Jun-16,23:33:48",1439,3.756,0.013,,,,
"06-Jun-16,23:33:49",1440,3.749,0.01,,,,
"06-Jun-16,23:33:50",1441,3.752,0.007,,,,
"06-Jun-16,23:33:51",1442,3.746,0.004,,,,
"06-Jun-16,23:33:52",1443,3.752,0.008,,,,
"06-Jun-16,23:33:53",1444,3.755,0.008,,,,
"06-Jun-16,23:33:54",1445,3.757,0.01,,,,
"06-Jun-16,23:33:55",1446,3.756,0.014,,,,
"06-Jun-16,23:33:56",1447,3.756,0.01,,,,
"06-Jun-16,23:33:57",1448,3.742,0.008,,,,
"06-Jun-16,23:33:58",1449,3.725,0.006,,,,
"06-Jun-16,23:33:59",1450,3.74,0.006,,,,
"06-Jun-16,23:34:00",1451,3.74,0.004,,,,
"06-Jun-16,23:34:01",1452,3.738,0.007,,,,
"06-Jun-16,23:34:02",1453,3.745,0.006,,,,
"06-Jun-16,23:34:03",1454,3.74,0.003,,,,
"06-Jun-16,23:34:04",1455,3.747,0.003,,,,
"06-Jun-16,23:34:05",1456,3.75,0.004,,,,
"06-Jun-16,23:34:06",1457,3.747,0.007,,,,
"06-Jun-16,23:34:07",1458,3.75,0.004,,,,
"06-Jun-16,23:34:08",1459,3.742,0.004,,,,
"06-Jun-16,23:34:09",1460,3.742,0.004,,,,
"06-Jun-16,23:34:10",1461,3.738,0.001,,,,
"06-Jun-16,23:34:11",1462,3.731,0.007,,,,
"06-Jun-16,23:34:12",1463,3.739,0.008,,,,
"06-Jun-16,23:34:13",1464,3.743,0.008,,,,
"06-Jun-16,23:34:14",1465,3.746,0.014,,,,
"06-Jun-16,23:34:15",1466,3.739,0.008,,,,
"06-Jun-16,23:34:16",1467,3.715,0.007,,,,
"06-Jun-16,23:34:17",1468,3.714,0.006,,,,
"06-Jun-16,23:34:18",1469,3.725,0.006,,,,
"06-Jun-16,23:34:19",1470,3.742,0.008,,,,
"06-Jun-16,23:34:20",1471,3.739,0.006,,,,
"06-Jun-16,23:34:21",1472,3.725,0.003,,,,
"06-Jun-16,23:34:22",1473,3.739,0.006,,,,
"06-Jun-16,23:34:23",1474,3.736,0.006,,,,
"06-Jun-16,23:34:24",1475,3.733,0.007,,,,
"06-Jun-16,23:34:25",1476,3.728,0.006,,,,
"06-Jun-16,23:34:26",1477,3.739,0.001,,,,
"06-Jun-16,23:34:27",1478,3.743,0.001,,,,
"06-Jun-16,23:34:28",1479,3.745,0.001,,,,
"06-Jun-16,23:34:29",1480,3.747,0.007,,,,
"06-Jun-16,23:34:30",1481,3.753,-0.003,,,,
"06-Jun-16,23:34:31",1482,3.746,0.006,,,,
"06-Jun-16,23:34:32",1483,3.75,0.001,,,,
"06-Jun-16,23:34:33",1484,3.753,0,,,,
"06-Jun-16,23:34:34",1485,3.738,0.004,,,,
"06-Jun-16,23:34:35",1486,3.731,0.004,,,,
"06-Jun-16,23:34:36",1487,3.745,0.008,,,,
"06-Jun-16,23:34:37",1488,3.69,-0.001,,,,
"06-Jun-16,23:34:38",1489,3.671,0,,,,
"06-Jun-16,23:34:39",1490,3.643,0.006,,,,
"06-Jun-16,23:34:40",1491,3.666,0.006,,,,
"06-Jun-16,23:34:41",1492,3.64,0.007,,,,
"06-Jun-16,23:34:42",1493,3.639,0.007,,,,
"06-Jun-16,23:34:43",1494,3.631,0.007,,,,
"06-Jun-16,23:34:44",1495,3.636,0.01,,,,
"06-Jun-16,23:34:45",1496,3.643,0.011,,,,
"06-Jun-16,23:34:46",1497,3.647,0.004,,,,
"06-Jun-16,23:34:47",1498,3.643,0.001,,,,
"06-Jun-16,23:34:48",1499,3.647,0,,,,
"06-Jun-16,23:34:49",1500,3.643,0.004,,,,
"06-Jun-16,23:34:50",1501,3.645,0.006,,,,
"06-Jun-16,23:34:51",1502,3.639,0.008,,,,
"06-Jun-16,23:34:52",1503,3.629,0.007,,,,
"06-Jun-16,23:34:53",1504,3.64,0,,,,
"06-Jun-16,23:34:54",1505,3.646,0.003,,,,
"06-Jun-16,23:34:55",1506,3.642,0.006,,,,
"06-Jun-16,23:34:56",1507,3.642,0.006,,,,
"06-Jun-16,23:34:57",1508,3.628,0.006,,,,
"06-Jun-16,23:34:58",1509,3.628,0.008,,,,
"06-Jun-16,23:34:59",1510,3.629,0.001,,,,
"06-Jun-16,23:35:00",1511,3.638,0.004,,,,
"06-Jun-16,23:35:01",1512,3.635,0.006,,,,
"06-Jun-16,23:35:02",1513,3.646,0.01,,,,
"06-Jun-16,23:35:03",1514,3.652,0.008,,,,
"06-Jun-16,23:35:04",1515,3.656,0.011,,,,
"06-Jun-16,23:35:05",1516,3.638,0.006,,,,
"06-Jun-16,23:35:06",1517,3.629,0.006,,,,
"06-Jun-16,23:35:07",1518,3.633,0.01,,,,
"06-Jun-16,23:35:08",1519,3.625,0.003,,,,
"06-Jun-16,23:35:09",1520,3.625,0.001,,,,
"06-Jun-16,23:35:10",1521,3.626,0.004,,,,
"06-Jun-16,23:35:11",1522,3.632,0.011,,,,
"06-Jun-16,23:35:12",1523,3.633,0.011,,,,
"06-Jun-16,23:35:13",1524,3.631,0.003,,,,
"06-Jun-16,23:35:14",1525,3.635,0.006,,,,
"06-Jun-16,23:35:15",1526,3.642,0.003,,,,
"06-Jun-16,23:35:16",1527,3.642,0.003,,,,
"06-Jun-16,23:35:17",1528,3.654,0.008,,,,
"06-Jun-16,23:35:18",1529,3.652,0.013,,,,
"06-Jun-16,23:35:19",1530,3.633,0.004,,,,
"06-Jun-16,23:35:20",1531,3.626,0.004,,,,
"06-Jun-16,23:35:21",1532,3.626,0.006,,,,
"06-Jun-16,23:35:22",1533,3.642,0.003,,,,
"06-Jun-16,23:35:23",1534,3.628,0.004,,,,
"06-Jun-16,23:35:24",1535,3.638,0.007,,,,
"06-Jun-16,23:35:25",1536,3.647,0,,,,
"06-Jun-16,23:35:26",1537,3.635,0.004,,,,
"06-Jun-16,23:35:27",1538,3.635,0,,,,
"06-Jun-16,23:35:28",1539,3.631,0.004,,,,
"06-Jun-16,23:35:29",1540,3.625,0.004,,,,
"06-Jun-16,23:35:30",1541,3.614,0.006,,,,
"06-Jun-16,23:35:31",1542,3.609,0.006,,,,
"06-Jun-16,23:35:32",1543,3.625,0,,,,
"06-Jun-16,23:35:33",1544,3.632,0.004,,,,
"06-Jun-16,23:35:34",1545,3.645,0.004,,,,
"06-Jun-16,23:35:35",1546,3.626,0.004,,,,
"06-Jun-16,23:35:36",1547,3.625,0.004,,,,
"06-Jun-16,23:35:37",1548,3.616,0.003,,,,
"06-Jun-16,23:35:38",1549,3.609,0.01,,,,
"06-Jun-16,23:35:39",1550,3.625,0.004,,,,
"06-Jun-16,23:35:40",1551,3.631,0,,,,
"06-Jun-16,23:35:41",1552,3.638,0.006,,,,
"06-Jun-16,23:35:42",1553,3.614,0.003,,,,
"06-Jun-16,23:35:43",1554,3.626,-0.001,,,,
"06-Jun-16,23:35:44",1555,3.626,0.004,,,,
"06-Jun-16,23:35:45",1556,3.623,0.007,,,,
"06-Jun-16,23:35:46",1557,3.619,0.003,,,,
"06-Jun-16,23:35:47",1558,3.619,0.003,,,,
"06-Jun-16,23:35:48",1559,3.623,0.006,,,,
"06-Jun-16,23:35:49",1560,3.632,0.004,,,,
"06-Jun-16,23:35:50",1561,3.635,0.007,,,,
"06-Jun-16,23:35:51",1562,3.618,0.01,,,,
"06-Jun-16,23:35:52",1563,3.618,0.01,,,,
"06-Jun-16,23:35:53",1564,3.611,0.008,,,,
"06-Jun-16,23:35:54",1565,3.594,0.006,,,,
"06-Jun-16,23:35:55",1566,3.608,0.011,,,,
"06-Jun-16,23:35:56",1567,3.618,0.008,,,,
"06-Jun-16,23:35:57",1568,3.622,0.003,,,,
"06-Jun-16,23:35:58",1569,3.626,0.006,,,,
"06-Jun-16,23:35:59",1570,3.633,0.004,,,,
"06-Jun-16,23:36:00",1571,3.605,0.006,,,,
"06-Jun-16,23:36:01",1572,3.609,0.01,,,,
"06-Jun-16,23:36:02",1573,3.611,0.006,,,,
"06-Jun-16,23:36:03",1574,3.604,0.01,,,,
"06-Jun-16,23:36:04",1575,3.604,0.006,,,,
"06-Jun-16,23:36:05",1576,3.597,0.007,,,,
"06-Jun-16,23:36:06",1577,3.611,0.003,,,,
"06-Jun-16,23:36:07",1578,3.621,0.008,,,,
"06-Jun-16,23:36:08",1579,3.615,0.006,,,,
"06-Jun-16,23:36:09",1580,3.615,0.007,,,,
"06-Jun-16,23:36:10",1581,3.614,0.006,,,,
"06-Jun-16,23:36:11",1582,3.599,0.007,,,,
"06-Jun-16,23:36:12",1583,3.607,0.007,,,,
"06-Jun-16,23:36:13",1584,3.614,0.003,,,,
"06-Jun-16,23:36:14",1585,3.604,0.007,,,,
"06-Jun-16,23:36:15",1586,3.608,0,,,,
"06-Jun-16,23:36:16",1587,3.615,0.007,,,,
"06-Jun-16,23:36:17",1588,3.618,0.006,,,,
"06-Jun-16,23:36:18",1589,3.611,0.004,,,,
"06-Jun-16,23:36:19",1590,3.608,0.006,,,,
"06-Jun-16,23:36:20",1591,3.614,0.008,,,,
"06-Jun-16,23:36:21",1592,3.618,0.003,,,,
"06-Jun-16,23:36:22",1593,3.608,0.003,,,,
"06-Jun-16,23:36:23",1594,3.599,0.007,,,,
"06-Jun-16,23:36:24",1595,3.604,0.004,,,,
"06-Jun-16,23:36:25",1596,3.605,0.008,,,,
"06-Jun-16,23:36:26",1597,3.608,0.007,,,,
"06-Jun-16,23:36:27",1598,3.599,0.001,,,,
"06-Jun-16,23:36:28",1599,3.594,0.004,,,,
"06-Jun-16,23:36:29",1600,3.595,0.007,,,,
"06-Jun-16,23:36:30",1601,3.601,0,,,,
"06-Jun-16,23:36:31",1602,3.608,0.001,,,,
"06-Jun-16,23:36:32",1603,3.602,0.01,,,,
"06-Jun-16,23:36:33",1604,3.598,0.004,,,,
"06-Jun-16,23:36:34",1605,3.597,0.003,,,,
"06-Jun-16,23:36:35",1606,3.609,0.007,,,,
"06-Jun-16,23:36:36",1607,3.599,0.008,,,,
"06-Jun-16,23:36:37",1608,3.59,0.007,,,,
"06-Jun-16,23:36:38",1609,3.594,0.007,,,,
"06-Jun-16,23:36:39",1610,3.583,0.01,,,,
"06-Jun-16,23:36:40",1611,3.598,0.01,,,,
"06-Jun-16,23:36:41",1612,3.592,0.004,,,,
"06-Jun-16,23:36:42",1613,3.594,0.011,,,,
"06-Jun-16,23:36:43",1614,3.607,0.013,,,,
"06-Jun-16,23:36:44",1615,3.608,0.01,,,,
"06-Jun-16,23:36:45",1616,3.597,0.001,,,,
"06-Jun-16,23:36:46",1617,3.622,0.013,,,,
"06-Jun-16,23:36:47",1618,3.588,0.01,,,,
"06-Jun-16,23:36:48",1619,3.592,0.011,,,,
"06-Jun-16,23:36:49",1620,3.591,0.014,,,,
"06-Jun-16,23:36:50",1621,3.602,0.02,,,,
"06-Jun-16,23:36:51",1622,3.597,0.008,,,,
"06-Jun-16,23:36:52",1623,3.583,0.004,,,,
"06-Jun-16,23:36:53",1624,3.584,0.011,,,,
"06-Jun-16,23:36:54",1625,3.577,0.003,,,,
"06-Jun-16,23:36:55",1626,3.585,0.006,,,,
"06-Jun-16,23:36:56",1627,3.574,0.007,,,,
"06-Jun-16,23:36:57",1628,3.577,0.006,,,,
"06-Jun-16,23:36:58",1629,3.599,0.011,,,,
"06-Jun-16,23:36:59",1630,3.568,0.004,,,,
"06-Jun-16,23:37:00",1631,3.563,0.008,,,,
"06-Jun-16,23:37:01",1632,3.564,0.01,,,,
"06-Jun-16,23:37:02",1633,3.566,0.008,,,,
"06-Jun-16,23:37:03",1634,3.588,0.011,,,,
"06-Jun-16,23:37:04",1635,3.574,0.006,,,,
"06-Jun-16,23:37:05",1636,3.578,0.004,,,,
"06-Jun-16,23:37:06",1637,3.59,0.008,,,,
"06-Jun-16,23:37:07",1638,3.601,0.007,,,,
"06-Jun-16,23:37:08",1639,3.58,0.007,,,,
"06-Jun-16,23:37:09",1640,3.58,0.003,,,,
"06-Jun-16,23:37:10",1641,3.581,0.006,,,,
"06-Jun-16,23:37:11",1642,3.584,0.004,,,,
"06-Jun-16,23:37:12",1643,3.576,0.007,,,,
"06-Jun-16,23:37:13",1644,3.571,0.001,,,,
"06-Jun-16,23:37:14",1645,3.563,0.001,,,,
"06-Jun-16,23:37:15",1646,3.57,0.003,,,,
"06-Jun-16,23:37:16",1647,3.576,0.007,,,,
"06-Jun-16,23:37:17",1648,3.574,0.003,,,,
"06-Jun-16,23:37:18",1649,3.571,0.004,,,,
"06-Jun-16,23:37:19",1650,3.571,0.003,,,,
"06-Jun-16,23:37:20",1651,3.585,0.004,,,,
"06-Jun-16,23:37:21",1652,3.581,0.006,,,,
"06-Jun-16,23:37:22",1653,3.578,0.006,,,,
"06-Jun-16,23:37:23",1654,3.571,0.008,,,,
"06-Jun-16,23:37:24",1655,3.577,0.007,,,,
"06-Jun-16,23:37:25",1656,3.571,0.006,,,,
"06-Jun-16,23:37:26",1657,3.574,0.007,,,,
"06-Jun-16,23:37:27",1658,3.574,0.006,,,,
"06-Jun-16,23:37:28",1659,3.584,0.003,,,,
"06-Jun-16,23:37:29",1660,3.576,0,,,,
"06-Jun-16,23:37:30",1661,3.581,0.007,,,,
"06-Jun-16,23:37:31",1662,3.564,0.003,,,,
"06-Jun-16,23:37:32",1663,3.577,0.003,,,,
"06-Jun-16,23:37:33",1664,3.581,0.001,,,,
"06-Jun-16,23:37:34",1665,3.573,-0.001,,,,
"06-Jun-16,23:37:35",1666,3.564,0.006,,,,
"06-Jun-16,23:37:36",1667,3.563,0.003,,,,
"06-Jun-16,23:37:37",1668,3.57,0.001,,,,
"06-Jun-16,23:37:38",1669,3.561,0.003,,,,
"06-Jun-16,23:37:39",1670,3.571,0.001,,,,
"06-Jun-16,23:37:40",1671,3.571,0.006,,,,
"06-Jun-16,23:37:41",1672,3.57,0,,,,
"06-Jun-16,23:37:42",1673,3.577,0.004,,,,
"06-Jun-16,23:37:43",1674,3.563,0.001,,,,
"06-Jun-16,23:37:44",1675,3.57,0.001,,,,
"06-Jun-16,23:37:45",1676,3.57,0.003,,,,
"06-Jun-16,23:37:46",1677,3.573,0.006,,,,
"06-Jun-16,23:37:47",1678,3.573,0.006,,,,
"06-Jun-16,23:37:48",1679,3.588,0.006,,,,
"06-Jun-16,23:37:49",1680,3.567,0.006,,,,
"06-Jun-16,23:37:50",1681,3.54,0.004,,,,
"06-Jun-16,23:37:51",1682,3.553,0.004,,,,
"06-Jun-16,23:37:52",1683,3.577,0.001,,,,
"06-Jun-16,23:37:53",1684,3.592,0.003,,,,
"06-Jun-16,23:37:54",1685,3.588,0.003,,,,
"06-Jun-16,23:37:55",1686,3.58,0.006,,,,
"06-Jun-16,23:37:56",1687,3.559,0.006,,,,
"06-Jun-16,23:37:57",1688,3.587,0,,,,
"06-Jun-16,23:37:58",1689,3.583,0.003,,,,
"06-Jun-16,23:37:59",1690,3.588,0.003,,,,
"06-Jun-16,23:38:00",1691,3.573,0.006,,,,
"06-Jun-16,23:38:01",1692,3.571,0.004,,,,
"06-Jun-16,23:38:02",1693,3.571,0.006,,,,
"06-Jun-16,23:38:03",1694,3.578,0.003,,,,
"06-Jun-16,23:38:04",1695,3.568,0.004,,,,
"06-Jun-16,23:38:05",1696,3.553,0.003,,,,
"06-Jun-16,23:38:06",1697,3.563,0.004,,,,
"06-Jun-16,23:38:07",1698,3.535,0.007,,,,
"06-Jun-16,23:38:08",1699,3.553,0.008,,,,
"06-Jun-16,23:38:09",1700,3.566,0.007,,,,
"06-Jun-16,23:38:10",1701,3.561,0.001,,,,
"06-Jun-16,23:38:11",1702,3.547,0.004,,,,
"06-Jun-16,23:38:12",1703,3.56,0.006,,,,
"06-Jun-16,23:38:13",1704,3.554,0.006,,,,
"06-Jun-16,23:38:14",1705,3.539,0.008,,,,
"06-Jun-16,23:38:15",1706,3.554,0.003,,,,
"06-Jun-16,23:38:16",1707,3.552,0.007,,,,
"06-Jun-16,23:38:17",1708,3.547,0.006,,,,
"06-Jun-16,23:38:18",1709,3.546,0.003,,,,
"06-Jun-16,23:38:19",1710,3.554,0.008,,,,
"06-Jun-16,23:38:20",1711,3.557,0.006,,,,
"06-Jun-16,23:38:21",1712,3.542,0.004,,,,
"06-Jun-16,23:38:22",1713,3.54,0.006,,,,
"06-Jun-16,23:38:23",1714,3.546,0,,,,
"06-Jun-16,23:38:24",1715,3.539,0.008,,,,
"06-Jun-16,23:38:25",1716,3.533,0.004,,,,
"06-Jun-16,23:38:26",1717,3.536,0.008,,,,
"06-Jun-16,23:38:27",1718,3.536,0.003,,,,
"06-Jun-16,23:38:28",1719,3.537,0.004,,,,
"06-Jun-16,23:38:29",1720,3.535,0.008,,,,
"06-Jun-16,23:38:30",1721,3.533,0.004,,,,
"06-Jun-16,23:38:31",1722,3.539,0.004,,,,
"06-Jun-16,23:38:32",1723,3.547,0.003,,,,
"06-Jun-16,23:38:33",1724,3.539,0.007,,,,
"06-Jun-16,23:38:34",1725,3.53,0,,,,
"06-Jun-16,23:38:35",1726,3.54,0.004,,,,
"06-Jun-16,23:38:36",1727,3.539,0.004,,,,
"06-Jun-16,23:38:37",1728,3.542,0.003,,,,
"06-Jun-16,23:38:38",1729,3.545,0.003,,,,
"06-Jun-16,23:38:39",1730,3.546,0.004,,,,
"06-Jun-16,23:38:40",1731,3.535,0.004,,,,
"06-Jun-16,23:38:41",1732,3.535,0.001,,,,
"06-Jun-16,23:38:42",1733,3.546,0.006,,,,
"06-Jun-16,23:38:43",1734,3.537,0.003,,,,
"06-Jun-16,23:38:44",1735,3.533,0.003,,,,
"06-Jun-16,23:38:45",1736,3.542,-0.001,,,,
"06-Jun-16,23:38:46",1737,3.543,0,,,,
"06-Jun-16,23:38:47",1738,3.54,0.004,,,,
"06-Jun-16,23:38:48",1739,3.545,0.006,,,,
"06-Jun-16,23:38:49",1740,3.535,0.004,,,,
"06-Jun-16,23:38:50",1741,3.556,0.004,,,,
"06-Jun-16,23:38:51",1742,3.556,0.004,,,,
"06-Jun-16,23:38:52",1743,3.552,0.004,,,,
"06-Jun-16,23:38:53",1744,3.547,0.001,,,,
"06-Jun-16,23:38:54",1745,3.556,0.001,,,,
"06-Jun-16,23:38:55",1746,3.556,0.001,,,,
"06-Jun-16,23:38:56",1747,3.54,0.003,,,,
"06-Jun-16,23:38:57",1748,3.543,0.003,,,,
"06-Jun-16,23:38:58",1749,3.542,0.003,,,,
"06-Jun-16,23:38:59",1750,3.542,0.004,,,,
"06-Jun-16,23:39:00",1751,3.545,0,,,,
"06-Jun-16,23:39:01",1752,3.539,0.004,,,,
"06-Jun-16,23:39:02",1753,3.532,0.004,,,,
"06-Jun-16,23:39:03",1754,3.542,0.004,,,,
"06-Jun-16,23:39:04",1755,3.529,0.003,,,,
"06-Jun-16,23:39:05",1756,3.525,0.006,,,,
"06-Jun-16,23:39:06",1757,3.526,0.006,,,,
"06-Jun-16,23:39:07",1758,3.516,0.007,,,,
"06-Jun-16,23:39:08",1759,3.526,0.007,,,,
"06-Jun-16,23:39:09",1760,3.533,0.01,,,,
"06-Jun-16,23:39:10",1761,3.525,0.006,,,,
"06-Jun-16,23:39:11",1762,3.523,0.007,,,,
"06-Jun-16,23:39:12",1763,3.566,0.014,,,,
"06-Jun-16,23:39:13",1764,3.598,0.013,,,,
"06-Jun-16,23:39:14",1765,3.584,0.013,,,,
"06-Jun-16,23:39:15",1766,3.615,0.01,,,,
"06-Jun-16,23:39:16",1767,3.629,0.014,,,,
"06-Jun-16,23:39:17",1768,3.638,0.011,,,,
"06-Jun-16,23:39:18",1769,3.628,0.013,,,,
"06-Jun-16,23:39:19",1770,3.614,0.011,,,,
"06-Jun-16,23:39:20",1771,3.612,0.01,,,,
"06-Jun-16,23:39:21",1772,3.605,0.013,,,,
"06-Jun-16,23:39:22",1773,3.605,0.01,,,,
"06-Jun-16,23:39:23",1774,3.688,0.008,,,,
"06-Jun-16,23:39:24",1775,3.894,0.013,,,,
"06-Jun-16,23:39:25",1776,4.198,0.008,,,,
"06-Jun-16,23:39:26",1777,4.42,0.011,,,,
"06-Jun-16,23:39:27",1778,4.496,0.006,,,,
"06-Jun-16,23:39:28",1779,4.525,0.007,,,,
"06-Jun-16,23:39:29",1780,4.494,0.011,,,,
"06-Jun-16,23:39:30",1781,4.437,0.013,,,,
"06-Jun-16,23:39:31",1782,4.379,0.016,,,,
"06-Jun-16,23:39:32",1783,4.317,0.011,,,,
"06-Jun-16,23:39:33",1784,4.286,0.017,,,,
"06-Jun-16,23:39:34",1785,4.287,0.007,,,,
"06-Jun-16,23:39:35",1786,4.284,0.007,,,,
"06-Jun-16,23:39:36",1787,4.287,0.01,,,,
"06-Jun-16,23:39:37",1788,4.297,0.007,,,,
"06-Jun-16,23:39:38",1789,4.315,0.007,,,,
"06-Jun-16,23:39:39",1790,4.311,0.006,,,,
"06-Jun-16,23:39:40",1791,4.301,0.003,,,,
"06-Jun-16,23:39:41",1792,4.282,0.006,,,,
"06-Jun-16,23:39:42",1793,4.273,0.01,,,,
"06-Jun-16,23:39:43",1794,4.252,0.004,,,,
"06-Jun-16,23:39:44",1795,4.246,0.007,,,,
"06-Jun-16,23:39:45",1796,4.241,0.01,,,,
"06-Jun-16,23:39:46",1797,4.232,0.011,,,,
"06-Jun-16,23:39:47",1798,4.218,0.007,,,,
"06-Jun-16,23:39:48",1799,4.207,0.007,,,,
"06-Jun-16,23:39:49",1800,4.189,0.006,,,,
"06-Jun-16,23:39:50",1801,4.183,0.008,,,,
"06-Jun-16,23:39:51",1802,4.182,0.007,,,,
"06-Jun-16,23:39:52",1803,4.165,0.007,,,,
"06-Jun-16,23:39:53",1804,4.158,0.008,,,,
"06-Jun-16,23:39:54",1805,4.152,0.008,,,,
"06-Jun-16,23:39:55",1806,4.132,0.008,,,,
"06-Jun-16,23:39:56",1807,4.127,0.013,,,,
"06-Jun-16,23:39:57",1808,4.113,0.004,,,,
"06-Jun-16,23:39:58",1809,4.104,0.008,,,,
"06-Jun-16,23:39:59",1810,4.101,0.004,,,,
"06-Jun-16,23:40:00",1811,4.096,0.007,,,,
"06-Jun-16,23:40:01",1812,4.091,0.006,,,,
"06-Jun-16,23:40:02",1813,4.076,0.006,,,,
"06-Jun-16,23:40:03",1814,4.08,0.008,,,,
"06-Jun-16,23:40:04",1815,4.065,0.01,,,,
"06-Jun-16,23:40:05",1816,4.053,0.004,,,,
"06-Jun-16,23:40:06",1817,4.052,0.003,,,,
"06-Jun-16,23:40:07",1818,4.049,0.004,,,,
"06-Jun-16,23:40:08",1819,4.041,0.004,,,,
"06-Jun-16,23:40:09",1820,4.032,0.006,,,,
"06-Jun-16,23:40:10",1821,4.031,0.007,,,,
"06-Jun-16,23:40:11",1822,4.028,0.006,,,,
"06-Jun-16,23:40:12",1823,4.031,0.006,,,,
"06-Jun-16,23:40:13",1824,4.027,0.007,,,,
"06-Jun-16,23:40:14",1825,4.019,0.003,,,,
"06-Jun-16,23:40:15",1826,4.012,0.004,,,,
"06-Jun-16,23:40:16",1827,4.001,0.01,,,,
"06-Jun-16,23:40:17",1828,4.003,0.01,,,,
"06-Jun-16,23:40:18",1829,4,0.013,,,,
"06-Jun-16,23:40:19",1830,4,0.006,,,,
"06-Jun-16,23:40:20",1831,3.991,0.004,,,,
"06-Jun-16,23:40:21",1832,3.993,0.007,,,,
"06-Jun-16,23:40:22",1833,3.994,0.011,,,,
"06-Jun-16,23:40:23",1834,3.99,0.008,,,,
"06-Jun-16,23:40:24",1835,3.987,0.007,,,,
"06-Jun-16,23:40:25",1836,3.986,0.007,,,,
"06-Jun-16,23:40:26",1837,3.988,0.011,,,,
"06-Jun-16,23:40:27",1838,3.977,0.007,,,,
"06-Jun-16,23:40:28",1839,3.981,0.008,,,,
"06-Jun-16,23:40:29",1840,3.973,0.007,,,,
"06-Jun-16,23:40:30",1841,3.977,0.008,,,,
"06-Jun-16,23:40:31",1842,3.974,0.006,,,,
"06-Jun-16,23:40:32",1843,3.972,0.013,,,,
"06-Jun-16,23:40:33",1844,3.972,0.007,,,,
"06-Jun-16,23:40:34",1845,3.969,0.008,,,,
"06-Jun-16,23:40:35",1846,3.967,0.006,,,,
"06-Jun-16,23:40:36",1847,3.967,0.006,,,,
"06-Jun-16,23:40:37",1848,3.965,0.006,,,,
"06-Jun-16,23:40:38",1849,4.008,0.007,,,,
"06-Jun-16,23:40:39",1850,4.008,0.006,,,,
"06-Jun-16,23:40:40",1851,1.598,0.014,,,,
"06-Jun-16,23:40:41",1852,1.598,0.052,,,,
"06-Jun-16,23:40:42",1853,0.365,0.035,,,,
"06-Jun-16,23:40:43",1854,0.207,0.01,,,,
"06-Jun-16,23:40:44",1855,0.156,0.016,,,,
"06-Jun-16,23:40:45",1856,0.107,0.001,,,,
"06-Jun-16,23:40:46",1857,0.087,-0.008,,,,
"06-Jun-16,23:40:47",1858,0.075,-0.008,,,,
"06-Jun-16,23:40:48",1859,0.073,-0.007,,,,
"06-Jun-16,23:40:49",1860,0.068,-0.001,,,,
"06-Jun-16,23:40:50",1861,0.068,-0.011,,,,
"06-Jun-16,23:40:51",1862,0.072,-0.007,,,,
"06-Jun-16,23:40:52",1863,0.069,-0.008,,,,
"06-Jun-16,23:40:53",1864,0.066,-0.008,,,,
"06-Jun-16,23:40:54",1865,0.068,-0.011,,,,
"06-Jun-16,23:40:55",1866,0.066,-0.013,,,,
"06-Jun-16,23:40:56",1867,0.063,-0.018,,,,
"06-Jun-16,23:40:57",1868,0.061,-0.013,,,,
"06-Jun-16,23:40:58",1869,0.062,-0.011,,,,
"06-Jun-16,23:40:59",1870,0.061,-0.008,,,,
"06-Jun-16,23:41:00",1871,0.059,-0.014,,,,
"06-Jun-16,23:41:01",1872,0.056,-0.017,,,,
"06-Jun-16,23:41:02",1873,0.048,-0.013,,,,
"06-Jun-16,23:41:03",1874,0.052,-0.014,,,,
