Time,Time,CO,CO2,Channel 3,Oxygen%,Cold Trap,Smoke System,Duct Temp.,Duct Pressure,Outside Steel Duct Temp,SE Outside grid,SE Inside grid,NE Outside grid,NE Inside grid,SW Outside grid,SW Inside grid,NW Outside grid,NW Inside grid,Center of grid,Test Time,Duct Temperature,Velocity,Convective HRR,Link Temperature,Estimated HRR,Run Time Peak HRR,Corrected Oxygen,Corrected Oxygen,Heat Release Rate,Cumulative Heat Rate
Hr:min:sec,Sec,%,%,V,%,Celsius,mV,Celsius,V,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Celsius,Seconds,K,m/sec,kW,F,kW,kW,mole fraction,mole fraction,kW,MJ
CHANNEL,0, 1 , 2 , 3 , 4 , 5 , 6 , 8 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 ,-76 ,-1 ,-2 ,-20 ,-42 ,-38 ,-39 ,-6,-6,-7,-8
FORMAT,#.0,#0.000,#0.000,#0.000,#0.000,#0.0,#0.00,#0,#0.000,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#0,#,#.00,#0,#0,#0.0,#0.0,#0.0000,#0.0000,#0,#0.0
00:58:39,3518.998, 2.593389E-05 , 4.122334E-02 ,-9.385663E-02 , 20.88271 , 6.270123 , 3.809349E-03 , 22.12578 , 0.422278 , 22.85875 , 21.87169 , 21.68281 , 22.89465 , 22.93055 , 20.13579 , 20.14939 , 21.82896 , 21.30697 , 21.24844 , 3518.998 , 295.2758 , 12.69709 , 140.4982 , 98.49277 , 287.5917 , 1080.1 , 0.2088926 , 0.2088926 , 261.3131 , 1168.85 
00:58:40,3519.996, 5.422541E-05 , 0.0415643 ,-4.362825E-02 , 20.88313 , 6.265917 , 3.62416E-03 , 22.15776 , 0.4092295 , 22.85462 , 21.91247 , 21.65612 , 22.93997 , 22.82989 , 20.08444 , 20.15884 , 21.64713 , 21.15642 , 21.17899 , 3519.996 , 295.3078 , 12.50005 , 136.8492 , 98.47623 , 288.9823 , 1080.1 , 0.2088954 , 0.2088954 , 256.1394 , 1169.108 
00:58:41,3520.995, 1.577796E-05 , 4.133226E-02 ,-9.923971E-02 , 20.88325 , 6.243442 , 3.446377E-03 , 22.10854 , 0.4222242 , 22.81899 , 21.81831 , 21.60926 , 22.88182 , 22.69753 , 20.06451 , 20.15911 , 21.53277 , 21.00145 , 21.06458 , 3520.995 , 295.2585 , 12.69591 , 136.7787 , 98.45973 , 268.8456 , 1080.1 , 0.2089052 , 0.2089052 , 243.7373 , 1169.358 
00:58:42,3521.993, 3.318813E-05 , 4.129122E-02 ,-7.876466E-02 , 20.88413 , 6.195928 , 2.609321E-03 , 22.1183 , 0.4324301 , 22.81518 , 21.85503 , 21.59646 , 22.87362 , 22.60835 , 20.0787 , 20.43701 , 21.42753 , 21.27453 , 21.29031 , 3521.993 , 295.2683 , 12.84865 , 140.306 , 98.44845 , 279.5344 , 1080.1 , 0.2089052 , 0.2089052 , 246.8305 , 1169.602 
00:58:43,3522.991, 3.052824E-05 , 4.150432E-02 ,-5.174078E-02 , 20.88376 , 6.250863 , 5.631614E-03 , 22.13838 , 0.4303136 , 22.86456 , 21.88869 , 21.60536 , 22.88929 , 22.70958 , 20.12821 , 20.58786 , 21.51531 , 21.43662 , 21.53328 , 3522.991 , 295.2884 , 12.8176 , 142.5787 , 98.44054 , 268.2268 , 1080.1 , 0.2089116 , 0.2089116 , 242.7043 , 1169.847 
00:58:44,3523.99, 1.892146E-05 , 4.121703E-02 ,-0.1147075 , 20.88342 , 6.229588 , 3.994539E-03 , 22.16476 , 0.4576013 , 22.84604 , 21.93323 , 21.67669 , 22.83469 , 22.63244 , 20.17724 , 20.68845 , 21.51695 , 21.33021 , 21.52594 , 3523.99 , 295.3148 , 13.21835 , 147.0921 , 98.4392 , 254.4398 , 1080.1 , 0.2089116 , 0.2089116 , 250.8916 , 1170.093 
00:58:45,3524.988, 4.527852E-05 , 4.160219E-02 ,-3.853874E-02 , 20.88343 , 6.25631 , 1.898194E-03 , 22.12577 , 0.448828 , 22.82503 , 21.97746 , 21.67821 , 22.91277 , 22.54857 , 20.15617 , 20.6382 , 21.45096 , 21.2732 , 21.43757 , 3524.988 , 295.2758 , 13.09016 , 144.9227 , 98.43475 , 258.7998 , 1080.1 , 0.2089106 , 0.2089106 , 249.3148 , 1170.343 
00:58:46,3525.987, 6.6074E-05 , 4.129122E-02 ,-0.1039994 , 20.88328 , 6.220916 , 3.62416E-03 , 22.12031 , 0.4037663 , 22.78349 , 21.87061 , 21.66376 , 22.85987 , 22.53176 , 20.13252 , 20.57857 , 21.4477 , 21.1393 , 21.40037 , 3525.987 , 295.2703 , 12.41555 , 136.1203 , 98.41769 , 261.1051 , 1080.1 , 0.2089154 , 0.2089154 , 234.1096 , 1170.584 
00:58:47,3527.001,-6.649702E-07 , 5.175994E-02 ,-6.889638E-02 , 20.88393 , 6.222796 , 3.298226E-03 , 22.12674 , 0.4099103 , 22.81245 , 21.71513 , 21.65204 , 22.96979 , 22.38756 , 20.16376 , 20.49505 , 21.46313 , 20.99049 , 21.24702 , 3527.001 , 295.2767 , 12.50979 , 135.5299 , 98.39967 , 247.3591 , 1080.1 , 0.2088971 , 0.2088971 , 244.8056 , 1170.827 
00:58:48,3527.999,-5.41045E-05 , 4.116651E-02 ,-7.645939E-02 , 20.88457 , 6.205874 , 2.535246E-03 , 22.13926 , 0.4284361 , 22.82037 , 21.70289 , 21.54993 , 22.99786 , 22.3438 , 20.18309 , 20.40843 , 21.45308 , 20.94429 , 21.20542 , 3527.999 , 295.2892 , 12.78963 , 137.6502 , 98.38514 , 273.8096 , 1080.1 , 0.2088878 , 0.2088878 , 254.9693 , 1171.077 
00:58:49,3528.997,-2.049321E-05 , 4.109548E-02 ,-0.0888741 , 20.88513 , 6.209169 , 3.505638E-03 , 22.0435 , 0.4160438 , 22.76077 , 21.6612 , 21.409 , 23.0619 , 22.34704 , 20.13454 , 20.36209 , 21.42936 , 20.89137 , 21.04223 , 3528.997 , 295.1935 , 12.60126 , 134.3061 , 98.36597 , 272.6527 , 1080.1 , 0.2088694 , 0.2088694 , 259.536 , 1171.333 
00:58:50,3529.996,-3.54853E-05 , 5.145371E-02 ,-4.106514E-02 , 20.88529 , 6.281623 , 5.898287E-03 , 22.05166 , 0.4007571 , 22.83854 , 21.68733 , 21.4489 , 23.088 , 22.353 , 20.27569 , 20.34786 , 21.46908 , 20.86797 , 20.99406 , 3529.996 , 295.2017 , 12.36776 , 132.3866 , 98.34422 , 260.9204 , 1080.1 , 0.2088583 , 0.2088583 , 260.2621 , 1171.593 
00:58:51,3530.994,-4.926835E-05 , 5.184834E-02 ,-0.1160288 , 20.88593 , 6.24893 , 4.261212E-03 , 22.07361 , 0.4660825 , 22.81339 , 21.66197 , 21.44371 , 23.04032 , 22.32326 , 20.25708 , 20.25029 , 21.45269 , 21.00024 , 20.91252 , 3530.994 , 295.2236 , 13.33822 , 142.1569 , 98.33667 , 263.4056 , 1080.1 , 0.2088583 , 0.2088583 , 281.0601 , 1171.863 
00:58:52,3531.993, 5.440684E-07 , 5.165102E-02 ,-2.331953E-02 , 20.88595 , 6.256553 , 4.520477E-03 , 22.10126 , 0.4457764 , 22.82747 , 21.61775 , 21.35214 , 23.14432 , 22.33753 , 20.30499 , 20.2352 , 21.47597 , 21.01233 , 20.80971 , 3531.993 , 295.2513 , 13.04504 , 138.8559 , 98.32444 , 279.1107 , 1080.1 , 0.2088491 , 0.2088491 , 279.5694 , 1172.143 
00:58:53,3532.991, 6.589264E-06 , 5.172837E-02 ,-0.0760226 , 20.88566 , 6.226294 , 3.350079E-03 , 22.00845 , 0.441508 , 22.82028 , 21.55864 , 21.19854 , 23.27172 , 22.40217 , 20.23461 , 20.09942 , 21.41685 , 20.97117 , 20.73018 , 3532.991 , 295.1584 , 12.9804 , 136.9454 , 98.3096 , 263.7375 , 1080.1 , 0.2088406 , 0.2088406 , 282.4808 , 1172.423 
00:58:54,3533.989,-2.387852E-05 , 4.101498E-02 ,-5.683124E-02 , 20.88512 , 6.218192 , 1.950047E-03 , 21.98931 , 0.4459432 , 22.77165 , 21.57544 , 21.20176 , 23.21432 , 22.46824 , 20.24683 , 20.08024 , 21.37733 , 21.05092 , 20.78297 , 3533.989 , 295.1393 , 13.04501 , 137.9953 , 98.2964 , 289.8699 , 1080.1 , 0.2088488 , 0.2088488 , 279.5946 , 1172.704 
00:58:55,3534.988,-2.412033E-05 , 4.089659E-02 ,-3.741708E-02 , 20.88415 , 6.258579 , 3.720458E-03 , 22.02901 , 0.444765 , 22.80235 , 21.62414 , 21.22791 , 23.17762 , 22.50793 , 20.2574 , 20.00043 , 21.66009 , 21.25727 , 20.99377 , 3534.988 , 295.179 , 13.02864 , 140.0175 , 98.28622 , 277.6449 , 1080.1 , 0.2088472 , 0.2088472 , 280.4476 , 1172.984 
00:58:56,3535.986,-1.952598E-05 , 4.108128E-02 ,-6.016261E-02 , 20.88443 , 6.217914 , 3.535269E-03 , 22.04312 , 0.4434568 , 22.78713 , 21.56618 , 21.25322 , 23.16241 , 22.56692 , 20.28053 , 20.07776 , 21.82255 , 21.23763 , 21.13616 , 3535.986 , 295.1931 , 13.00978 , 141.0466 , 98.27761 , 274.7463 , 1080.1 , 0.2088564 , 0.2088564 , 275.2946 , 1173.261 
00:58:57,3537, 1.239265E-05 , 4.088396E-02 ,-1.081903E-02 , 20.88541 , 6.28744 , 3.62416E-03 , 22.09331 , 0.4593323 , 22.81055 , 21.55807 , 21.26768 , 23.0981 , 22.51375 , 20.32641 , 20.18665 , 21.76494 , 21.07411 , 21.15283 , 3537 , 295.2433 , 13.24172 , 143.0266 , 98.27185 , 266.3111 , 1080.1 , 0.2088528 , 0.2088528 , 293.4349 , 1173.549 
00:58:58,3537.983,-2.025141E-05 , 4.098025E-02 ,-0.1108666 , 20.88534 , 6.231426 , 2.720435E-03 , 22.19351 , 0.4356293 , 22.77348 , 21.55012 , 21.29128 , 22.96215 , 22.43855 , 20.35463 , 20.23966 , 21.65594 , 20.99183 , 21.16982 , 3537.983 , 295.3435 , 12.89773 , 138.3712 , 98.25973 , 273.7816 , 1080.1 , 0.2088528 , 0.2088528 , 285.7151 , 1173.834 
00:58:59,3539.013, 7.405365E-05 , 4.146012E-02 ,-4.825713E-02 , 20.88605 , 6.238962 , 3.950093E-03 , 22.25719 , 0.4883064 , 22.82155 , 21.50599 , 21.26292 , 22.90013 , 22.38768 , 20.43201 , 20.25186 , 21.61182 , 21.11889 , 21.15944 , 3539.013 , 295.4072 , 13.65676 , 146.4063 , 98.25908 , 263.4297 , 1080.1 , 0.2088485 , 0.2088485 , 305.4188 , 1174.139 
00:58:60,3539.995, 5.930338E-05 , 4.142223E-02 ,-0.1015826 , 20.88595 , 6.245071 , 3.89824E-03 , 22.15982 , 0.4388329 , 22.75574 , 21.40396 , 21.1361 , 22.88598 , 22.38471 , 20.40203 , 20.25787 , 21.60205 , 21.12031 , 21.19463 , 3539.995 , 295.3098 , 12.94433 , 138.06 , 98.24664 , 264.9103 , 1080.1 , 0.20885 , 0.20885 , 288.6471 , 1174.43 
00:59:01,3540.994, 2.236724E-06 , 4.097236E-02 ,-8.415967E-02 , 20.88643 , 6.213792 , 2.387093E-03 , 22.10194 , 0.52523 , 22.77209 , 21.35961 , 21.2044 , 22.96296 , 22.45952 , 20.57156 , 20.30806 , 21.78036 , 21.09394 , 21.24257 , 3540.994 , 295.252 , 14.15996 , 153.0773 , 98.25582 , 312.4518 , 1080.1 , 0.20885 , 0.20885 , 315.2667 , 1174.732 
00:59:02,3541.992,-4.056327E-05 , 4.115704E-02 ,-6.877794E-02 , 20.88509 , 6.214068 , 3.357487E-03 , 22.10221 , 0.5823461 , 22.78336 , 21.40923 , 21.20669 , 23.0711 , 22.47995 , 20.6214 , 20.4389 , 21.83454 , 21.02448 , 21.22027 , 3541.992 , 295.2522 , 14.91002 , 162.3427 , 98.27843 , 329.4438 , 1080.1 , 0.2088507 , 0.2088507 , 331.7895 , 1175.055 
00:59:03,3542.991,-3.451807E-05 , 4.131332E-02 ,-9.124991E-02 , 20.8846 , 6.242967 , 4.535292E-03 , 22.18909 , 0.5753273 , 22.74671 , 21.30723 , 21.1676 , 23.08593 , 22.43633 , 20.56429 , 20.41777 , 21.78429 , 20.98759 , 21.13384 , 3542.991 , 295.3391 , 14.82207 , 159.8394 , 98.29719 , 282.7374 , 1080.1 , 0.2088583 , 0.2088583 , 325.0262 , 1175.383 
00:59:04,3543.989,-3.282542E-05 , 4.097551E-02 ,-4.316453E-02 , 20.88367 , 6.211072 , 2.587099E-03 , 22.19147 , 0.5763665 , 22.75807 , 21.16998 , 21.08007 , 23.16705 , 22.47939 , 20.5329 , 20.39996 , 21.82481 , 21.07328 , 21.10925 , 3543.989 , 295.3415 , 14.83551 , 159.8111 , 98.3157 , 277.1376 , 1080.1 , 0.2088633 , 0.2088633 , 322.3825 , 1175.706 
00:59:05,3544.987,-2.702203E-05 , 0.0412265 ,-0.1033367 , 20.88183 , 6.241976 , 4.438994E-03 , 22.17932 , 0.5192459 , 22.793 , 21.31763 , 21.16681 , 23.14118 , 22.59514 , 20.50714 , 20.33802 , 21.82384 , 21.04075 , 21.20057 , 3544.987 , 295.3293 , 14.08091 , 152.6827 , 98.32364 , 263.1541 , 1080.1 , 0.2088788 , 0.2088788 , 297.4859 , 1176.015 
00:59:06,3546.001, 1.892146E-05 , 4.106076E-02 ,-6.062776E-02 , 20.88072 , 6.302772 , 3.527861E-03 , 22.10398 , 0.5546938 , 22.78971 , 21.71932 , 21.39523 , 23.16718 , 22.52442 , 20.51283 , 20.19954 , 21.75526 , 20.8708 , 21.0892 , 3546.001 , 295.254 , 14.55176 , 158.1869 , 98.33978 , 250.8186 , 1080.1 , 0.2088779 , 0.2088779 , 308.0052 , 1176.322 
00:59:07,3547.015,-5.017512E-06 , 4.096447E-02 ,-8.842897E-02 , 20.87981 , 6.2419 , 4.076022E-03 , 22.13195 , 0.53713 , 22.77717 , 21.76527 , 21.36029 , 23.11418 , 22.48274 , 20.49127 , 20.18257 , 21.6281 , 20.74352 , 20.94836 , 3547.015 , 295.282 , 14.3202 , 153.8781 , 98.34938 , 269.3935 , 1080.1 , 0.2088794 , 0.2088794 , 302.1759 , 1176.632 
00:59:08,3547.998, 1.601977E-05 , 4.133384E-02 ,-0.1007336 , 20.87896 , 6.209739 , 6.535339E-03 , 22.10273 , 0.5308673 , 22.79065 , 21.73163 , 21.35122 , 23.18607 , 22.37033 , 20.51377 , 20.11049 , 21.53356 , 20.61053 , 20.8064 , 3547.998 , 295.2527 , 14.23577 , 151.2709 , 98.35487 , 255.5871 , 1080.1 , 0.2088929 , 0.2088929 , 292.6227 , 1176.924 
00:59:09,3549.012, 2.061412E-05 , 4.146012E-02 ,-2.841309E-02 , 20.87978 , 6.217061 , 3.89824E-03 , 22.10516 , 0.5411972 , 22.77292 , 21.69353 , 21.2999 , 23.23354 , 22.30091 , 20.49601 , 19.97331 , 21.48206 , 20.57037 , 20.67171 , 3549.012 , 295.2552 , 14.37367 , 151.0364 , 98.36014 , 256.4478 , 1080.1 , 0.2088833 , 0.2088833 , 300.5808 , 1177.225 
00:59:10,3549.995, 9.974575E-06 , 4.117914E-02 ,-0.1008039 , 20.87962 , 6.227677 , 3.261188E-03 , 22.10441 , 0.4928278 , 22.71594 , 21.76027 , 21.2742 , 23.23059 , 22.03475 , 20.41631 , 19.85976 , 21.51727 , 20.44789 , 20.6034 , 3549.995 , 295.2544 , 13.71629 , 142.2318 , 98.35266 , 257.5602 , 1080.1 , 0.2088841 , 0.2088841 , 287.3633 , 1177.514 
00:59:11,3550.993,-3.258361E-05 , 4.121071E-02 ,-3.019887E-02 , 20.88054 , 6.226418 , 2.868586E-03 , 22.05368 , 0.5108141 , 22.74621 , 21.89857 , 21.30232 , 23.26305 , 22.02233 , 20.43986 , 19.73449 , 21.5949 , 20.45124 , 20.46465 , 3550.993 , 295.2037 , 13.96315 , 144.9066 , 98.349 , 260.2036 , 1080.1 , 0.2088841 , 0.2088841 , 293.0015 , 1177.803 
00:59:12,3551.992, 4.16514E-05 , 5.215141E-02 ,-6.254651E-02 , 20.87973 , 6.239306 , 3.083406E-03 , 22.07771 , 0.5293542 , 22.75447 , 21.83699 , 21.23849 , 23.25776 , 21.86174 , 20.43675 , 19.59393 , 21.62555 , 20.34678 , 20.2904 , 3551.992 , 295.2277 , 14.21487 , 145.178 , 98.34576 , 246.6538 , 1080.1 , 0.2088953 , 0.2088953 , 291.5897 , 1178.095 
00:59:13,3552.99, 2.448305E-05 , 5.202039E-02 ,-5.830105E-02 , 20.88018 , 6.204716 , 2.609321E-03 , 22.08642 , 0.5133419 , 22.74303 , 21.67021 , 21.16611 , 23.20805 , 21.85468 , 20.43208 , 19.4832 , 21.69955 , 20.40967 , 20.23613 , 3552.99 , 295.2364 , 13.99843 , 141.8595 , 98.33777 , 246.587 , 1080.1 , 0.2088929 , 0.2088929 , 288.3523 , 1178.385 
00:59:14,3553.989, 3.028643E-05 , 5.227138E-02 ,-2.481054E-02 , 20.88026 , 6.242019 , 2.898217E-03 , 22.09138 , 0.5212059 , 22.79066 , 21.60786 , 21.11713 , 23.17711 , 21.82608 , 20.39205 , 19.44993 , 21.73825 , 20.52279 , 20.27709 , 3553.989 , 295.2414 , 14.10536 , 142.7671 , 98.33115 , 250.2935 , 1080.1 , 0.2088988 , 0.2088988 , 287.2848 , 1178.672 
00:59:15,3554.987,-6.111693E-05 , 5.175205E-02 ,-8.069366E-02 , 20.87975 , 6.23597 , 3.350079E-03 , 22.02035 , 0.4741133 , 22.76219 , 21.49388 , 21.09539 , 23.1622 , 21.91456 , 20.3793 , 19.41475 , 21.68517 , 20.50104 , 20.38609 , 3554.987 , 295.1703 , 13.45143 , 135.9364 , 98.3148 , 249.023 , 1080.1 , 0.2089 , 0.2089 , 273.3431 , 1178.952 
00:59:16,3556.001,-7.199829E-05 , 5.146791E-02 ,-2.216618E-02 , 20.8799 , 6.243587 , 5.164937E-03 , 22.03664 , 0.476969 , 22.75391 , 21.36617 , 21.03536 , 23.28411 , 22.13563 , 20.45437 , 19.41766 , 21.66332 , 20.41379 , 20.47237 , 3556.001 , 295.1866 , 13.49225 , 137.0224 , 98.29993 , 234.1242 , 1080.1 , 0.208885 , 0.208885 , 282.2168 , 1179.234 
00:59:17,3556.999,-3.645253E-05 , 5.166049E-02 ,-0.1108797 , 20.87997 , 6.263317 , 4.713074E-03 , 22.03129 , 0.4871075 , 22.74417 , 21.27312 , 20.95567 , 23.29452 , 22.19553 , 20.59553 , 19.37626 , 21.65356 , 20.34544 , 20.40623 , 3556.999 , 295.1813 , 13.63477 , 137.9916 , 98.28682 , 242.3109 , 1080.1 , 0.2088775 , 0.2088775 , 288.7939 , 1179.519 
00:59:18,3558.013,-4.128869E-05 , 5.159104E-02 ,-5.323799E-02 , 20.88072 , 6.234466 , 3.683421E-03 , 21.99174 , 0.4956382 , 22.74038 , 21.1007 , 20.87773 , 23.38758 , 22.16259 , 20.61211 , 19.33422 , 21.54632 , 20.28985 , 20.33944 , 3558.013 , 295.1418 , 13.75272 , 137.735 , 98.27325 , 250.2787 , 1080.1 , 0.2088748 , 0.2088748 , 292.4114 , 1179.813 
00:59:19,3558.996,-3.8387E-05 , 5.193989E-02 ,-7.739661E-02 , 20.88123 , 6.275171 , 4.261212E-03 , 22.04532 , 0.4593792 , 22.72192 , 21.08901 , 20.89081 , 23.44548 , 22.21158 , 20.6094 , 19.35173 , 21.44457 , 20.36152 , 20.49906 , 3558.996 , 295.1953 , 13.24132 , 133.3909 , 98.25409 , 250.9175 , 1080.1 , 0.2088722 , 0.2088722 , 282.8324 , 1180.096 
00:59:20,3559.995, 8.517681E-05 , 5.233767E-02 ,-8.501039E-02 , 20.88277 , 6.237681 , 5.379756E-03 , 22.00846 , 0.4465215 , 22.77303 , 21.36055 , 20.99596 , 23.32116 , 22.25373 , 20.57268 , 19.36901 , 21.32899 , 20.53431 , 20.74818 , 3559.995 , 295.1585 , 13.05389 , 133.3401 , 98.23473 , 254.7198 , 1080.1 , 0.2088747 , 0.2088747 , 277.6258 , 1180.376 
00:59:21,3560.993, 6.147964E-05 , 5.226191E-02 ,-4.912286E-02 , 20.88277 , 6.306194 , 5.987178E-03 , 22.0397 , 0.5159817 , 22.81541 , 21.47729 , 21.11953 , 23.22877 , 22.23547 , 20.57018 , 19.43415 , 21.29953 , 20.57238 , 20.90794 , 3560.993 , 295.1897 , 14.03327 , 144.5437 , 98.23165 , 280.6555 , 1080.1 , 0.2088747 , 0.2088747 , 298.7629 , 1180.664 
00:59:22,3561.991,-4.775704E-06 , 5.200303E-02 ,-0.1124942 , 20.88268 , 6.28244 , 5.713097E-03 , 22.05705 , 0.501624 , 22.79446 , 21.59149 , 21.27414 , 23.17651 , 22.264 , 20.54459 , 19.42893 , 21.30331 , 20.54918 , 20.89814 , 3561.991 , 295.2071 , 13.83705 , 143.1278 , 98.22655 , 279.5408 , 1080.1 , 0.2088818 , 0.2088818 , 290.5079 , 1180.958 
00:59:23,3562.99, 1.021638E-05 , 5.196672E-02 ,-3.090232E-02 , 20.88283 , 6.286924 , 4.898264E-03 , 22.06806 , 0.4808403 , 22.84155 , 21.57095 , 21.31891 , 23.28638 , 22.27061 , 20.56461 , 19.48739 , 21.41119 , 20.57379 , 20.91375 , 3562.99 , 295.218 , 13.54762 , 141.3229 , 98.2189 , 282.6435 , 1080.1 , 0.2088818 , 0.2088818 , 285.1362 , 1181.245 
00:59:24,3563.988, 2.811016E-05 , 5.208196E-02 ,-8.726799E-02 , 20.88418 , 6.242013 , 4.350102E-03 , 21.96561 , 0.5186023 , 22.74358 , 21.29289 , 21.26354 , 23.39956 , 22.29171 , 20.48679 , 19.46132 , 21.45048 , 20.50479 , 20.85615 , 3563.988 , 295.1156 , 14.06709 , 145.4745 , 98.21732 , 279.6878 , 1080.1 , 0.2089033 , 0.2089033 , 283.8977 , 1181.529 
00:59:25,3564.987, 1.408531E-05 , 5.218456E-02 ,-0.0702151 , 20.88322 , 6.290752 , 5.476055E-03 , 21.97521 , 0.4330259 , 22.75775 , 21.15388 , 21.20563 , 23.45858 , 22.43839 , 20.46941 , 19.43033 , 21.59049 , 20.87017 , 20.96928 , 3564.987 , 295.1252 , 12.85438 , 134.7146 , 98.20026 , 280.0577 , 1080.1 , 0.2089103 , 0.2089103 , 255.8567 , 1181.799 
00:59:26,3566.001,-3.355084E-05 , 5.181677E-02 ,-4.877519E-02 , 20.8833 , 6.256591 , 3.172297E-03 , 22.02705 , 0.4834116 , 22.75331 , 21.0821 , 21.15183 , 23.5217 , 22.62526 , 20.47636 , 19.44408 , 21.6132 , 21.00998 , 21.02136 , 3566.001 , 295.1771 , 13.58285 , 143.4964 , 98.19592 , 275.2868 , 1080.1 , 0.2089126 , 0.2089126 , 269.2589 , 1182.065 
00:59:27,3566.999,-2.242768E-05 , 0.0521009 ,-0.1134886 , 20.88442 , 6.285563 , 5.172343E-03 , 22.0647 , 0.4521841 , 22.73469 , 20.95536 , 21.07244 , 23.62646 , 22.60205 , 20.44631 , 19.4072 , 21.52706 , 21.06106 , 20.95536 , 3566.999 , 295.2147 , 13.13765 , 137.8536 , 98.18358 , 284.0849 , 1080.1 , 0.208902 , 0.208902 , 266.2586 , 1182.333 
00:59:28,3567.997,-1.632201E-06 , 4.139224E-02 ,-2.645311E-02 , 20.88418 , 6.266749 , 5.261235E-03 , 22.04401 , 0.4759753 , 22.74571 , 20.91005 , 20.96401 , 23.43977 , 22.51174 , 20.39198 , 19.44306 , 21.42986 , 21.03374 , 20.94822 , 3567.997 , 295.194 , 13.47836 , 139.5605 , 98.1738 , 285.7151 , 1080.1 , 0.208892 , 0.208892 , 277.8925 , 1182.604 
00:59:29,3568.996, 1.027684E-06 , 4.094552E-02 ,-9.794768E-02 , 20.88477 , 6.231709 , 4.438994E-03 , 21.98023 , 0.4615537 , 22.72008 , 20.86639 , 20.89795 , 23.25268 , 22.34464 , 20.33709 , 19.39713 , 21.26037 , 20.81004 , 20.80104 , 3568.996 , 295.1302 , 13.27116 , 133.9257 , 98.15602 , 302.5317 , 1080.1 , 0.2088893 , 0.2088893 , 275.1146 , 1182.88 
00:59:30,3569.994,-5.217005E-05 , 4.083029E-02 ,-4.888409E-02 , 20.8849 , 6.226533 , 3.535269E-03 , 21.93921 , 0.4713045 , 22.72837 , 20.81394 , 20.79136 , 23.04305 , 22.24058 , 20.28682 , 19.34 , 21.18538 , 20.72161 , 20.73501 , 3569.994 , 295.0892 , 13.40968 , 132.7369 , 98.13673 , 289.5815 , 1080.1 , 0.2088893 , 0.2088893 , 278.2639 , 1183.156 
00:59:31,3570.993,-5.797343E-05 , 4.098499E-02 ,-5.010917E-02 , 20.88377 , 6.200529 , 3.62416E-03 , 21.82801 , 0.5859929 , 22.74551 , 20.85589 , 20.91664 , 22.98602 , 22.38363 , 20.30841 , 19.57832 , 21.35115 , 21.03153 , 21.06529 , 3570.993 , 294.978 , 14.94969 , 152.7707 , 98.14651 , 315.8165 , 1080.1 , 0.2088933 , 0.2088933 , 307.6271 , 1183.449 
00:59:32,3571.991,-1.275536E-05 , 4.145538E-02 ,-6.634781E-02 , 20.88339 , 6.219954 , 3.37971E-03 , 21.82474 , 0.6003953 , 22.69937 , 21.15872 , 21.1901 , 22.98037 , 22.52861 , 20.35012 , 19.80934 , 21.40622 , 21.07541 , 21.21946 , 3571.991 , 294.9747 , 15.1322 , 159.1471 , 98.16548 , 331.5363 , 1080.1 , 0.2089039 , 0.2089039 , 305.494 , 1183.755 
00:59:33,3572.989, 3.028643E-05 , 4.121387E-02 ,-0.0192473 , 20.88264 , 6.249729 , 1.350032E-03 , 21.90352 , 0.4278387 , 22.67714 , 21.27131 , 21.30966 , 23.00063 , 22.56465 , 20.28505 , 20.01908 , 21.39294 , 20.93368 , 21.39955 , 3572.989 , 295.0535 , 12.7756 , 135.7321 , 98.15038 , 325.375 , 1080.1 , 0.208912 , 0.208912 , 254.1644 , 1184.034 
00:59:34,3573.988, 5.470903E-05 , 4.143013E-02 ,-0.0941471 , 20.88238 , 6.186637 , 2.172274E-03 , 21.96966 , 0.4386092 , 22.67122 , 21.22722 , 21.31951 , 22.97695 , 22.57907 , 20.23174 , 20.05155 , 21.43435 , 20.91875 , 21.4028 , 3573.988 , 295.1197 , 12.93686 , 137.3071 , 98.13766 , 322.3331 , 1080.1 , 0.2089169 , 0.2089169 , 254.5832 , 1184.288 
00:59:35,3574.986, 2.206497E-05 , 4.145065E-02 ,-0.041745 , 20.88212 , 6.234253 , 4.076022E-03 , 22.04341 , 0.4128287 , 22.71782 , 21.11407 , 21.25811 , 22.87737 , 22.48623 , 20.26283 , 20.13886 , 21.49677 , 20.98342 , 21.35039 , 3574.986 , 295.1934 , 12.55247 , 132.6706 , 98.11845 , 297.4051 , 1080.1 , 0.2089238 , 0.2089238 , 243.5351 , 1184.537 
00:59:36,3576,-1.928417E-05 , 4.143171E-02 ,-0.1029023 , 20.88236 , 6.24155 , 3.083406E-03 , 22.00567 , 0.39575 , 22.70044 , 20.98179 , 21.19116 , 22.81054 , 22.39921 , 20.19123 , 20.26322 , 21.46341 , 21.16401 , 21.36674 , 3576 , 295.1557 , 12.2893 , 129.5024 , 98.09452 , 307.5377 , 1080.1 , 0.2089179 , 0.2089179 , 241.2925 , 1184.783 
